Title,Published_date,Views,Likes,Dislikes,Comments,video_id
Honda Brio 2019 | Upcoming Car | हिंदी | MotorOctane,2018-07-27T11:30:01Z,46294,801,,50,kXmFHAqddyQ
New Honda Jazz vs Hyundai i20 Comparison | MotorOctane,2018-07-27T05:46:52Z,82567,1349,,165,mR1WfUAtyCA
AMT vs CVT vs DSG vs Automatic - Which is better? | हिंदी | MotorOctane,2018-07-26T11:30:01Z,202543,5711,,322,MYiiRbrg8Ko
Maruti Dzire 2018 Long Term Report 1 | हिंदी | MotorOctane,2018-07-26T05:30:03Z,252938,3031,,213,Ajp5nqDsKFU
The New Honda Jazz 2018 Review | हिंदी | MotorOctane,2018-07-25T11:30:01Z,156532,1665,,130,qJbbr0sxCjQ
Maruti Ciaz 2018 - Worth the wait? | हिंदी | MotorOctane,2018-07-25T06:01:22Z,44760,787,,110,zgYC1f9Lhw8
How to buy a used Maruti Swift in India | Hindi | MotorOctane,2018-07-24T05:30:00Z,85463,1261,,64,no_QX02q0Wo
Renault Kwid facelift coming | हिंदी |  MotorOctane,2018-07-23T11:30:00Z,21209,602,,86,ilmjIX7RxHI
2018 Hyundai Creta Automatic Review | हिंदी | MotorOctane,2018-07-23T05:30:00Z,95419,1122,,149,nTmu_NkKndM
250km/hr on  Audi R8 | Hindi | MotorOctane,2018-07-21T07:13:39Z,17313,653,,49,4EIeUvkRHr4
Hyundai Creta 2018 vs Jeep Compass Comparison | हिंदी | MotorOctane,2018-07-20T13:02:24Z,904437,6772,,777,amMyaDBNyjA
"Suzuki Burgman Street 125 Walkaround | Price Rs 68,000 | Hindi",2018-07-19T09:10:04Z,74927,896,,152,m1WOPz7qAHM
BMW G310 GS Walkaround Price Rs 3.49 lakhs,2018-07-18T11:24:44Z,87326,1246,,137,LOMg5FUA_hE
BMW G310R Walkaround in Hindi - Price Rs 2.99lakhs,2018-07-18T10:17:18Z,84365,1422,,228,EGOZa5ZURqc
Okinawa to Himalayas | Ep 7 | Top of the World | हिंदी | MotorOctane,2018-07-18T06:00:01Z,38888,1496,,509,HdVq7edvvZM
Petrol or diesel car - What to buy? | हिंदी | MotorOctane,2018-07-17T09:09:05Z,277813,8340,,936,TdU-qXG8ck8
Okinawa to Himalayas | Ep 6 | Leh Chalo | हिंदी | MotorOctane,2018-07-16T05:45:00Z,33386,766,,163,rbbGTlwSY48
Avoid accidents - How to drive a car in rains | MotorOctane,2018-07-14T10:59:21Z,31965,1255,,123,YiDXFj84IYg
Okinawa to Himalayas | Ep 5 | Jung-e-Chadhan | MotorOctane,2018-07-14T06:00:02Z,105374,2495,,344,6MrDx-VgLHU
Upcoming Cars under Rs 5 lakhs in India in 2018-19 | हिन्दी | MotorOctane,2018-07-13T05:30:01Z,34575,755,,89,Lq1wiELuvsk
Hyundai to launch 8 cars in 3 years | हिन्दी  | MotorOctane,2018-07-12T09:06:10Z,32902,1026,,161,QHvu9lpLVB4
Tata Harrier | Jeep Compass Killer | हिंदी | MotorOctane,2018-07-11T17:05:44Z,388168,8166,,641,fXJBmfIDEFk
Top Upcoming SUVs in India in 2018-19 | MotorOctane,2018-07-11T11:45:00Z,34956,876,,102,kFJof7hqknc
Okinawa to Himalayas | Ep 4 |We Reach Kashmir | हिंदी | MotorOctane,2018-07-11T06:00:00Z,38480,1140,,188,5NF9euyLaC8
Upcoming Electric Cars in India in Hindi | MotorOctane,2018-07-10T07:09:04Z,191755,3123,,279,1Uo9fUsDZ0w
Why brand new cars have less mileage? | Hindi | MotorOctane,2018-07-09T11:45:00Z,27769,1604,,243,DyFkpN67Zgo
Okinawa to Himalayas | Ep 3 | Pahad bade ya Hosla? | Pathankot to Kashmir | MotorOctane,2018-07-09T06:00:03Z,63365,1936,,260,nj4PKzJcaz4
Audi RS7 Real life review | Rs 2 crore | हिंदी | MotorOctane,2018-07-08T08:30:01Z,32938,832,,72,Dtrzl-cObTE
Okinawa To Himalayas | Ep 2 | Uff ye Garmi | MotorOctane,2018-07-07T06:54:10Z,217928,3928,,826,pzq3quKwEM8
Maruti Ertiga 2018 Coming to India | MotorOctane,2018-07-06T09:45:00Z,174228,3775,,387,1gICurj7gVY
Upcoming Cars under Rs 10 lakhs in 2018 | हिंदी | MotorOctane,2018-07-05T11:30:00Z,31096,1249,,215,6_8QksFz-M0
Okinawa to Himalayas | Ep 1 | Mushkil hai Manzil | MotorOctane,2018-07-05T06:44:47Z,71535,1695,,292,BBYfMbWg38o
Maruti Gypsy 2018 Coming to India | हिन्दी | MotorOctane,2018-07-04T06:22:25Z,289162,3272,,190,5D3IFj74cXY
Okinawa Praise Lithium scooter to Himalayas|  MotorOctane teaser,2018-07-03T06:16:30Z,22385,349,,54,Ch2wZwdVhrA
2019 BMW i8 | Real life Review | हिंदी | MotorOctane,2018-07-02T07:58:08Z,1324147,19806,,1184,CuLCwuQJ2sI
2018 Honda Activa 5G Review | Hindi | MotorOctane,2018-06-30T10:22:12Z,114801,1356,,127,LbtKKK57hwk
Honda Activa 5G vs TVS Jupiter 2018 comparison in Hindi | MotorOctane,2018-06-29T08:31:50Z,956338,9533,,876,ZLlPodWy4p0
Tata Hexa long term report in Hindi | MotorOctane,2018-06-27T08:34:35Z,231394,5872,,384,kpNSwfiStYg
Honda Amaze 2018 vs Maruti Dzire vs Tata Tigor Comparison | Hindi | MotorOctane,2018-06-26T11:18:21Z,1023327,11242,,1102,uTw1zKfWMG4
Honda Amaze 2018 Real life review in Hindi | MotorOctane,2018-06-25T06:56:25Z,140380,1551,,260,fkxCSvWUOy0
Hero Lectro eZephyr e-bike Review | Hindi | MotorOctane,2018-06-23T07:59:32Z,221239,3360,,297,6ajTsjdoQ8g
Okinawa Praise Electric Scooter Review in Hindi | MotorOctane,2018-06-22T05:30:00Z,261527,4376,,430,Y_Ni5J5H_lE
Avoid this on AMT cars | हिन्दी  | MotorOctane,2018-06-21T10:59:20Z,817242,20389,,668,xrFEFm_TVxQ
Hyundai Creta 2018 vs Mahindra XUV500 2018 Comparison | MotorOctane,2018-06-20T05:30:00Z,98617,1648,,232,O_X35mS_ZD4
Upcoming 7 Seater Cars in India | हिन्दी  | MotorOctane,2018-06-19T05:30:00Z,70819,1434,,169,9B1079TRCGk
Maruti DZire 2018 vs Baleno Comparison in Hindi | MotorOctane,2018-06-18T06:02:33Z,255020,3199,,284,daMHHF1W0Dk
Toyota Innova Crysta vs Mahindra XUV500 2018 Comparison in Hindi | MotorOctane,2018-06-16T05:30:01Z,426937,4692,,447,IziNR_NSJYM
Mahindra XUV500 2018 vs Tata Hexa Comparison in Hindi | MotorOctane,2018-06-15T05:30:01Z,144923,2248,,345,m2x3-NbZ7Pw
Royal Enfield Himalayan FI Review in Hindi | MotorOctane,2018-06-14T05:30:01Z,29487,509,,45,AmRk0yiV4XU
CNG in AMT/automatic car? | Hindi | MotorOctane,2018-06-13T05:30:02Z,270433,4647,,512,VyeAp5CqMiE
7 Tips to Protect your car from RAINS | MotorOctane,2018-06-12T05:30:00Z,62880,3563,,217,6z8EkYwX4LI
Ford Ecosport 2018 vs Hyundai Creta 2018 Comparison in Hindi | MotorOctane,2018-06-11T06:14:12Z,427842,5418,,571,uP2kStNxwks
Honda Amaze 2018 vs Maruti Baleno Comparison in Hindi | MotorOctane,2018-06-09T07:06:05Z,372873,4706,,466,hQqgtkARxWc
Hyundai Creta 2018 vs Renault Captur Comparison in Hindi | MotorOctane,2018-06-08T06:27:15Z,229484,2901,,347,-hZheGYhT_I
Best AMT Cars in 6 lakhs in India? | MotorOctane,2018-06-07T04:39:44Z,316421,5977,,403,fEU7UjYxQd8
Ford Freestyle vs Maruti Swift 2018 vs Hyundai i20 2018 Comparison | MotorOctane,2018-06-06T12:10:56Z,635775,6036,,886,NgIbMPoLsWA
Ather 450 Review in Hindi | MotorOctane,2018-06-05T08:53:10Z,755198,13175,,1173,sb8XMSQi-xg
Toyota Yaris vs Honda City 2018 vs Hyundai Verna Comparison in Hindi  | MotorOctane,2018-06-04T12:34:28Z,697882,7307,,821,iXqdoKLCi3U
Tata Tigor Long Term Report 2 | Hindi mein | MotorOctane,2018-06-02T12:25:47Z,91846,1912,,340,uMdh_pW2Hwg
Tata Nexon AMT vs Maruti Vitara Brezza AMT Comparison | Hindi | MotorOctane,2018-06-01T09:21:35Z,586348,6012,,683,lFrvVd0zg6Q
2018 Maruti Vitara Brezza AMT Review in Hindi | MotorOctane,2018-05-31T09:25:36Z,177142,2496,,184,RHsYZPXOPTo
2018 Volvo XC40 Drive in Hindi | Episode 2 | MotorOctane,2018-05-30T06:41:01Z,30143,718,,41,gDfJfoQTywY
Volvo XC40 Walkaround Review in Hindi | Mini Luxury SUV | MotorOctane,2018-05-29T09:52:23Z,225499,3407,,125,DGwCgYrNxs8
2018 Hyundai i20 CVT Asta Review in Hindi | MotorOctane,2018-05-28T04:45:02Z,125680,1973,,250,hblvOAeetns
2018 Hyundai Creta Review in Hindi | MotorOctane,2018-05-26T05:51:48Z,181089,2717,,226,yOUIt2c4coo
2018 Hero Xtreme 200R Review in Hindi | MotorOctane,2018-05-25T04:45:01Z,399338,3647,,426,qjyq06D_v4g
2018 Ford Ecosport S Review in Hindi | MotorOctane,2018-05-24T04:45:01Z,189588,3329,,361,7z38T4ZXsZI
"2018 Ford Ecosport S, Ecosport Signature walkaround in Hindi | MotorOctane",2018-05-22T10:15:04Z,105202,1333,,168,N9ECi0IOiAA
Hyundai Creta 2018 Price and Variant Details in Hindi | MotorOctane,2018-05-21T14:25:04Z,144976,1854,,183,TC2SgfPY6hI
Maruti Swift 2018 Interior 360 Review in Hindi | MotorOctane,2018-05-18T05:30:01Z,25731,447,,109,5pXts3-_IiA
Honda Amaze 2018 vs Tata Tigor Comparison in Hindi | MotorOctane,2018-05-16T12:47:05Z,160200,2359,,347,pd2bQd4MZcE
"Hyundai Creta 2018 Facelift in Hindi - Launch Date, Price, Variants, Features | MotorOctane",2018-05-15T07:21:39Z,77228,1039,,148,IOVNlp_B6hQ
2018 TVS Apache RTR 160 4V Review in Hindi | MotorOctane,2018-05-14T04:30:00Z,341915,4750,,327,CNNbiigvn9M
New Maruti Swift Real life review in Hindi | MotorOctane,2018-05-12T06:32:00Z,882758,5438,,476,s2nELt3_qJ0
2018 Mercedes Benz S-Class Vs 2018 BMW 7 Series | Motor Octane,2018-05-11T08:22:17Z,1044784,15790,,1542,OcWsQXBXuLU
Top 10 Upcoming SUVs in India in 2018 | MotorOctane,2018-05-10T10:20:25Z,128062,1615,,135,qQzD4_OxrFE
2018 Bajaj Pulsar 150 Dual Disc Walkaround in Hindi | MotorOctane,2018-05-09T06:17:25Z,221847,2459,,163,Rfm8NmY7RJY
"Ford Aspire 2018 Launch date, Price in Hindi | MotorOctane",2018-05-08T05:30:00Z,46678,796,,139,KM2MSiHBhic
360 Video - Mercedes E63 AMG Driving on F1Track | Hindi | MotorOctane,2018-05-07T05:45:02Z,20137,413,,58,4Dw8I-qb4PY
2018 Mercedes E63 AMG Real life Review in Hindi | MotorOctane,2018-05-05T07:01:09Z,235585,2455,,87,VwrWyygtVgg
Honda Amaze 2018 vs Maruti DZire Comparison in Hindi | MotorOctane,2018-05-04T05:00:00Z,1271792,9822,,771,OX2sJutpB1U
Toyota Yaris vs Honda City 2018 Comparison in Hindi | MotorOctane,2018-05-02T05:30:00Z,96853,1323,,200,MI2ulBCLAw0
2018 Renault Kwid Long Term Review in Hindi | MotorOctane,2018-05-01T07:20:45Z,320202,4478,,316,njoPmPixr1U
Ford Freestyle vs Maruti Swift 2018 vs Hyundai Elite i20 Comparison | MotorOctane,2018-04-30T12:55:48Z,185839,2732,,442,dniw6KFGrN4
Jeep Renegade Upcoming SUV in India | MotorOctane,2018-04-28T06:01:29Z,125348,1399,,275,K3e2_omdqck
2018 Honda Amaze Review in Hindi | MotorOctane,2018-04-27T12:58:09Z,388143,3955,,369,lnoA-q_SBM4
2018 Tata Hexa vs Mahindra XUV500 2018 vs Toyota Innova Comparison PART 2 | MotorOctane,2018-04-26T05:30:00Z,356132,5423,,638,KepccVHf1hw
2018 Mahindra XUV500 vs Tata Hexa vs Toyota Innova Crysta Comparison | Part 1,2018-04-25T05:30:00Z,620837,7891,,684,cgAL-c5GYvo
Cruise Control - Kaise Chalta hai? | MotorOctane,2018-04-23T08:30:02Z,146644,5126,,172,dc-94mKjhFA
2018 BMW 7 Series Real life review in Hindi | MotorOctane,2018-04-20T04:30:00Z,5691051,50900,,2008,Ku8DGmPy7ig
2018 Maruti Ertiga |  All Details Quick Video | MotorOctane,2018-04-19T14:36:55Z,275278,4282,,239,Z37NQLcjvD4
Tata Nexon AMT Review in Hindi | MotorOctane,2018-04-19T12:45:57Z,182422,2692,,365,nE_9DSPuoPA
2018 Mahindra XUV500 Facelift Walkaround in Hindi | MotorOctane,2018-04-18T07:21:09Z,76438,1152,,166,wKq2_OjrnmY
2018 Honda xBlade Review in Hindi | MotorOctane,2018-04-16T10:10:52Z,397397,3660,,211,zQAfxij3HW8
2019 Toyota Yaris Review in Hindi | MotorOctane | Most Detailed,2018-04-15T14:28:05Z,188346,3072,,512,WAOWih5qamM
"ABS, EBD and BA - can SAVE your LIFE? | MotorOctane",2018-04-13T10:58:32Z,80005,3497,,215,Qh9BW5wheD8
EXCLUSIVE: 2018 Ford Ecosport gets New Features in Hindi | MotorOctane,2018-04-12T10:20:33Z,45498,866,,181,KyBryI1UMw4
Tata cars - Resale value good or bad? | MotorOctane,2018-04-10T07:49:55Z,150242,3295,,737,gTd_7dJWNL4
Honda Amaze 2018 EXCLUSIVE details Hindi mein | MotorOctane,2018-04-09T08:40:15Z,47937,707,,116,Qi2aVawIUXo
New Tata Tigor Petrol Long Term Reliability in Hindi | MotorOctane,2018-04-07T05:30:00Z,184276,3025,,486,SohPxH6TO-o
DRAG: TVS NTorq vs Aprilia SR 150 Race | MotorOctane,2018-04-06T07:23:57Z,40689,523,,97,ECDjI2f8q5Y
Ford Freestyle 2018 Review in Hindi | MotorOctane,2018-04-05T05:27:53Z,158318,2779,,338,Zm0gD1pRJsc
Ford Freestyle 2018 Walkaround in Hindi | MotorOctane,2018-04-04T04:17:36Z,155415,1642,,341,XcfWINd18eU
TVS NTorq vs Suzuki Access vs Honda Grazia Comparison in Hindi | MotorOctane,2018-04-03T05:00:02Z,252672,3687,,605,pbBRgx1P7hQ
"Toyota Baleno, Vitara Brezza and Maruti Corolla Coming in India | MotorOctane",2018-04-01T05:30:02Z,40805,990,,304,xSsJEbftXJQ
DRAG RACE: TVS NTorq vs Suzuki Access vs Honda Grazia | MotorOctane,2018-03-31T05:00:01Z,268421,4181,,692,O1JYjtHFlu4
Range Rover Evoque Convertible Walkaround in Hindi | MotorOctane,2018-03-27T07:42:21Z,75507,1142,,48,AIc2xODHfJQ
Tata Nexon Long Term Review in Hindi | MotorOctane,2018-03-26T12:31:22Z,174312,4110,,679,xQ3TY9Vu-YI
KTM RC 390 vs TVS Apache RR 310 Comparison in Hindi | MotorOctane,2018-03-24T05:39:44Z,916215,11795,,490,qSWoUiicPp4
Honda Grazia vs Honda Activa 5G Comparison in Hindi | MotorOctane,2018-03-22T11:31:11Z,887486,6879,,423,a7bsHrOKDc0
2018 Triumph Tiger 800 Walk around Review in Hindi | MotorOctane,2018-03-21T08:26:48Z,27733,510,,48,P8Hs08TnU6k
2018 VW Polo 1.0 Review in Hindi | MotorOctane,2018-03-20T10:21:26Z,253967,2916,,371,NdK7XKW7NEs
Mercedes S-Class Driving Video in Hindi | MotorOctane,2018-03-19T06:02:49Z,71750,1678,,122,e3aagnJiRGU
"Honda Activa 5G Review in Hindi | Price, Colours, Variants | MotorOctane",2018-03-18T07:32:24Z,238037,2785,,359,h-CQxE7BAKY
Yamaha R15 V3 Review in Hindi | MotorOctane,2018-03-17T07:00:00Z,293277,5021,,185,Q5epTQCDvn8
TVS Apache RTR 160 4V 2018 Review in Hindi | MotorOctane,2018-03-17T03:30:00Z,182510,2975,,342,Syjv9jBAhyY
Best Car in the World? Mercedes S Class Review in Hindi | MotorOctane,2018-03-16T04:30:01Z,196460,3829,,205,ep42TccCp0s
Honda Grazia vs Aprilia SR 125 Comparison हिन्दी | MotorOctane,2018-03-15T13:00:02Z,179474,2148,,178,PeolFArBve0
2018 TVS Apache RTR 160 4V Walkaround Review in Hindi | MotorOctane,2018-03-14T07:57:17Z,1130071,7252,,984,-T6WnBqwAa8
Aprilia SR 125 Review in Hindi | MotorOctane,2018-03-13T07:00:09Z,116044,1493,,97,3DuOAKPgnDI
Best Looking SUV? 2018 Range Rover Velar Review in Hindi | MotorOctane,2018-03-12T10:31:56Z,489706,8667,,347,Hmpp3j5RXEw
Bajaj Dominar 400 vs RE Thunderbird X Comparison in Hindi | MotorOctane,2018-03-10T12:56:09Z,640028,7745,,1014,o9PjRX6VnJc
DRAG RACE: Aprilia SR 125 vs Honda Grazia 125 | MotorOctane,2018-03-09T12:34:57Z,29603,392,,89,JvSjBn6cZLs
2018 Royal Enfield Thunderbird X Review in Hindi | MotorOctane,2018-03-09T04:30:03Z,89274,1333,,104,wycFvPen_XI
Electric-assist cycle Review | Hero Lectro | Hindi | MotorOctane,2018-03-08T05:30:01Z,775434,10648,,510,Z5AVo3C6-C8
How to buy Used Honda City in Hindi | MotorOctane,2018-03-06T05:30:00Z,377697,5417,,512,NnGCtMYNqpM
Honda Activa 5G vs Activa 4G vs Activa 3G vs 2G vs Activa | Auto Expo 2018 | MotorOctane,2018-03-05T07:49:07Z,652926,5915,,760,LhEXxzpMW_w
Tata Tigor AMT (Automatic) Review in Hindi | MotorOctane,2018-03-03T14:16:51Z,142265,2862,,346,HG38sTwI4_E
Rs 40 lakh bike | Indian Chieftain Dark Horse Review in Hindi | MotorOctane,2018-03-01T06:11:43Z,31971,483,,39,tVemxJgQkso
Honda BRV Long Term Reliability Report in Hindi | MotorOctane,2018-02-28T05:55:11Z,217354,4005,,390,qEApLirNsJk
5 Tips to buy a Used Car!! Answered in Hindi | MotorOctane,2018-02-27T05:00:01Z,34578,1305,,180,CT8bzN0QDMc
AMT - Good or Bad? How to Drive AMT in Hindi | Most Detailed | MotorOctane,2018-02-26T08:00:01Z,372501,6596,,326,fjf4fVx9PHk
Hyundai i20 facelift 2018 Review in Hindi | MotorOctane,2018-02-25T12:00:04Z,99981,2417,,311,jHn1tvuprYU
Projector vs regular headlights in Hindi | MotorOctane,2018-02-22T10:02:08Z,223424,6489,,240,bn3UtJdUhEc
"Maruti Wagon R 2018 Launch Date, Price, Features in Hindi | MotorOctane",2018-02-21T10:40:39Z,235927,2742,,122,pi62yXuBQDc
MotorGyaan #7: CVT vs AMT -  Which is better? in Hindi| MotorOctane,2018-02-20T10:43:07Z,478994,8310,,610,YjDl8dLJOgk
"Datsun Go Cross Price in India, Launch Date in Hindi | MotorOctane",2018-02-19T11:09:22Z,218536,2816,,225,Vtkfhz57iws
2018 Bajaj Avenger 180 Street First Impressions in Hindi | MotorOctane,2018-02-17T13:29:54Z,140831,1996,,173,nHbNdFNT704
TVS NTorq 125 Honest Review in Hindi | MotorOctane,2018-02-16T14:35:43Z,408880,6379,,488,K-eggdtpEDQ
Maruti Swift 2018 vs Hyundai i20 2018 vs Baleno Comparison in Hindi | MotorOctane | MotorComparison,2018-02-16T05:30:00Z,125655,2449,,325,wqOuWHPcUeM
Toyota Rush 2018 - Coming to India | MotorOctane | MotorUpcoming,2018-02-14T14:40:29Z,64941,1282,,136,I3kOzQorm8g
2018 Bajaj Discover 110 Honest Review in Hindi | MotorOctane,2018-02-14T10:12:00Z,69828,924,,93,Edr42J_rSb8
Dhoom Movie Bike | 2018 Suzuki Hayabusa GSX1300R Walkaround in Hindi | MotorOctane,2018-02-13T12:00:01Z,841546,6224,,339,Lob-qJcpelY
Bajaj Avenger competiiton | UM Renegade Vegas Walkaround in Hindi | MotorOctane  | Auto Expo 2018,2018-02-13T10:30:04Z,722201,5408,,297,rXPZR4gW45k
Aprilia Storm 125 Scooter Walkaround in Hindi | Auto Expo 2018 | MotorOctane,2018-02-13T09:00:00Z,123830,1377,,134,5p7MNQ7lcH8
2018 Honda CBR 650F Walkaround in Hindi | Auto Expo 2018 | MotorOctane,2018-02-12T13:30:00Z,15902,268,,25,1ex2mg3ywQg
Fast electric bike | UM Renegade Thor Walkaround in Hindi | Auto Expo 2018 | MotorOctane,2018-02-12T09:00:02Z,90995,1142,,74,c1xRz75P8KQ
Okinawa OKI100 | new Electric bike Review in Hindi | Auto Expo 2018 | MotorOctane,2018-02-12T06:00:00Z,31355,477,,84,PNTruqW0txQ
Kia Rio Review in Hindi | i20 competition | MotorOctane,2018-02-12T04:30:00Z,33025,308,,24,Ue0vmZR4h60
Most expensive bike at Auto Expo 2018 | 2018 Honda Goldwing Review in Hindi | MotorOctane,2018-02-11T13:30:00Z,37242,417,,64,hGoq06yxc74
Make in India Electric Bike May 2018 | Menza Lucat Review in Hindi | MotorOctane,2018-02-11T12:00:02Z,17721,256,,47,_m-bixtAi4A
Kia STonic Review in Hindi | Hyundai Kona competition | MotorOctane,2018-02-11T10:30:01Z,25015,295,,20,aGyxhX1PmkI
Vespa Elettrica Scooter Walkaround in Hindi | Electric Scooter | MotorOctane,2018-02-11T09:00:01Z,24890,408,,68,4AQTD9eQjKw
Designed by Indians - Renault Concept Review in Hindi | Auto Expo 2018 | MotorOctane,2018-02-11T04:30:00Z,12265,234,,19,ORUZtYB04fc
2018 Honda CB Shine SP Review in Hindi | Auto Expo 2018 | MotorOctane,2018-02-10T10:30:00Z,689973,3315,,173,VwVTrfFg48o
Top 5 Cars at the 2018 Auto Expo in Hindi | MotorOctane,2018-02-10T09:00:04Z,13267,231,,25,iemHiHwBb4k
2018 Maruti Swift Modified Review in Hindi | Auto Expo 2018 | MotorOctane,2018-02-10T07:30:00Z,66066,636,,39,MiB1xi0eG-I
2018 Renault Kwid Captain America Review in Hindi | MotorOctane,2018-02-10T04:47:26Z,17120,192,,26,9ASu6XvQb7w
Mahindra e2o NXT Review in Hindi | Auto Expo 2018 | MotorOctane,2018-02-09T12:30:00Z,123862,1783,,92,OnqYYAKFNQs
Bajaj Avenger competition | UM Renegade Duty Ace Review in Hindi | MotorOctane,2018-02-09T11:45:00Z,26833,307,,44,ic6vZXX_yUQ
Tata Nexon Aktiv accessories in Hindi | Auto Expo 2018 | MotorOctane,2018-02-09T10:30:01Z,180587,1354,,59,NV58n-YO_sw
Renault India | Cars | Concepts | EVs | MotorOctane | Auto Expo 2018,2018-02-09T10:28:36Z,18539,186,,9,pvEYyOhyqyQ
Honda CB Shine dx 2018 Review in Hindi | MotorOctane,2018-02-09T09:30:01Z,1237523,4218,,257,_9RyRklMTi8
Mahindra KUV electric Review in Hindi | MotorOctane | Auto Expo 2018 | Mahindra eKUV,2018-02-09T06:30:00Z,170266,1517,,77,PZC-a_JBdmQ
Honda CBR 250 R Review in Hindi | Auto Expo 2018 | MotorOctane,2018-02-09T05:30:00Z,1186061,6946,,329,uhnehhtQIvc
New Maruti Celerio X Review in Hindi | MotorOctane,2018-02-09T04:30:00Z,96375,782,,82,XZoLdkfuWzc
Aprilia SR 125 Review in Hindi | MotorOctane,2018-02-08T14:23:17Z,57018,530,,35,gruWIzqraxs
Aprilia RS 150 Walkaround in Hindi | Auto Expo 2018 | MotorOctane,2018-02-08T11:49:26Z,1026930,13970,,1376,PHT6ZelqGpE
Tata Magic Electric and Irish Electric Review in Hindi | MotorOctane,2018-02-08T11:30:00Z,163346,1478,,57,18GfGJtUsDc
Aprilia Tuono 150 Walkaround in Hindi | Auto Expo 2018 | MotorOctane,2018-02-08T10:46:35Z,54551,765,,112,cjvazOycgtg
Toyota Alphard Luxury MPV Walkaround in Hindi | MotorOctane,2018-02-08T09:40:10Z,30544,433,,50,9sK6QBeuHH0
2018 Honda Livo Review in Hindi | Auto Expo 2018 | MotorOctane,2018-02-08T09:00:05Z,741274,3702,,185,g8p_JBONs1Q
Renault Kwid Superhero Ironman Edition in Hindi | Auto Expo 2018 | MotorOctane,2018-02-08T08:30:00Z,22249,229,,26,d-SGSyJVqQI
Emflux One Sports electric bike in Hindi | 0-100km/hr in 3 seconds | MotorOctane,2018-02-08T08:00:01Z,637875,5436,,326,BzDqt2-cM9E
Mahindra XUV 700 Review - Mahindra Alturas G4 Hindi | Auto Expo 2018 | MotorOctane,2018-02-08T06:30:33Z,1571813,8775,,386,iDb5Cz0g-Q4
Tata Tiago Sports and Tigor Sports Review in Hindi | Tiago JTP | MotorOctane,2018-02-08T06:01:32Z,170980,2103,,138,Tlu4gBeowKk
Hyundai Ioniq Electric Review in Hindi | MotorOctane,2018-02-08T04:30:00Z,39420,429,,27,diPsbT-B2p4
TVS Creon Electric Scooter Concept Walkaround (Hindi),2018-02-08T04:00:00Z,1090865,13337,,1256,1Rndg9N-20A
Honda PCX Scooter Walkaround in Hindi | MotorOctane,2018-02-08T03:30:00Z,86495,921,,80,AOFmsxLe3j8
TVS Zeppelin Cruiser Concept Review in Hindi | Auto Expo 2018 | MotorOctane,2018-02-08T03:00:03Z,1674755,16975,,977,XyET2ITt3qw
Best Aspirational Bike in India | MotorOctane 2W Awards 2018,2018-02-08T02:00:01Z,1418,40,,1,gOQxLBlzlSI
BMW G310 GS First Look Review in Hindi | MotorOctane | Auto Expo 2018,2018-02-07T14:34:20Z,91557,1054,,99,NYkp4PUyxwk
Rs 2 lakh bike | BMW G310R India Review in Hindi | Auto Expo | MotorOctane,2018-02-07T14:25:04Z,56744,593,,45,1vK8t8Hud8s
Yamaha R15 V3 Walkaround in Hindi | MotorOctane | Auto Expo 2018,2018-02-07T13:29:37Z,40443,563,,107,QYEtq8uYobQ
Hero Duet 125 / Destini 125 Walkaround in Hindi | MotorOctane | Auto Expo 2018,2018-02-07T13:26:08Z,419215,3359,,341,fJg01CSfjUw
Maruti e-Survivor Concept Walkaround in Hindi | Motor Octane | Auto Expo 2018,2018-02-07T13:17:31Z,9591,147,,10,FyTXosc70bY
Mahindra Udo and ATOM Electric Concepts | Auto Expo 2018 | MotorOctane,2018-02-07T12:58:57Z,239817,2626,,263,99pTkQQeYes
Modified Mahindra Thar in Hindi | MotorOctane | Auto Expo 2018 | Mahindra Wanderlust,2018-02-07T12:50:54Z,435878,3181,,148,FUocyhYAIoU
2018 Toyota Yaris Review in Hindi | MotorOctane | Honda City Competition | Auto Expo 2018,2018-02-07T11:55:56Z,253186,1854,,186,Whdd18FhqNk
Mahindra Stinger Convertible SUV | Auto Expo 2018 | MotorOctane,2018-02-07T11:51:01Z,492608,2554,,129,OLvtLHb98iU
Tata Nexon Aero in Hindi | Auto Expo 2018 | MotorOctane,2018-02-07T10:43:18Z,42063,497,,22,CSDjIp1WTfQ
Hyundai Kona Electric SUV in Hindi | Auto Expo 2018 |  MotorOctane,2018-02-07T10:17:02Z,65888,459,,34,dyfq7PUeBHo
Tata Tiago Electric and Tigor EV Electric Review in Hindi | Auto Expo 2018,2018-02-07T10:11:10Z,122332,1033,,85,HPzDFzy-Mu8
2018 Honda Civic Review in Hindi | Auto Expo 2018 | MotorOctane,2018-02-07T10:07:56Z,406015,2429,,130,vttC2LVjMMs
Hero Maestro Edge 125 Walkaround in Hindi | Auto Expo 2018 | MotorOctane,2018-02-07T09:52:43Z,500343,3746,,339,si1odE8PjC4
Tata Tamo Racemo Review in Hindi | Auto Expo 2018 | MotorOctane,2018-02-07T09:49:50Z,46173,822,,44,DaBPLYYOJgs
Tata Nexon AMT Review in Hindi | Auto Expo 2018 |  MotorOctane,2018-02-07T09:45:28Z,42197,550,,53,PU0-5Qy9fCU
Honda xBlade 160cc bike Review in Hindi | Auto Expo 2018 | MotorOctane,2018-02-07T09:42:16Z,51839,460,,47,kKhMMV3OXsE
